61018e110680d3e45deb53ad,RETURNED
5ba8e80089390100019064ed,APPROVED
58f3760092ac81000154f8af,APPROVED
5e3606315bfa435ce4d6246c,APPROVED
5e987098f1bb6707dca13f5b,APPROVED
628e196e63bc7ab9e6c6caea,APPROVED
5a4fab63eedc32000141ec5c,RETURNED
5c4622056a6f2d00019b0cb6,RETURNED
61418d141be3f1b80698c1e4,RETURNED
629689b8902bc98de5def57a,APPROVED
6266a95d927943d0147dc188,RETURNED
5e8804c63ac81448c5ab0fa5,APPROVED
6295b8ee0f51176be80d3849,APPROVED
5eaf89868dc798686228174b,APPROVED
6154b47ebd0b68727d051fda,APPROVED
628868808536e0942aeb98a0,APPROVED
6294ea877522945ad8df1578,APPROVED
5bdcd88176d6d50001bc3849,APPROVED
5c82656bed1753001581fd1e,APPROVED
5c920f11be78b00001c82bf0,RETURNED
5eaaa3dd401ccb01e69eadc8,APPROVED
60fdf4ec0eb3705b6d362018,APPROVED
5deaa726df55eb1cc1b9474f,RETURNED
628e325bfec5e091fdf34d52,APPROVED
60fdd5732c9e665b27eac15e,RETURNED
5d27ece8379e510019491b5f,APPROVED
6296cc20de63a753209d7d02,APPROVED
6294c0bb0a0b5da9389f7960,APPROVED
6298d2ace7d7094c8d904e82,APPROVED
608ca27f0fc273d395eb58bd,APPROVED
6104d3fb963cc35cce54f983,RETURNED
5ffaa22aa1f5f247cecd0efe,APPROVED
62922181f28797358638a8da,TIMED-OUT
5e9a567a22a6fa0ee4cf44f1,APPROVED
5b6f055e7af624000109599f,APPROVED
5e29d24605043a02e9043472,APPROVED
6296bceb5b0508ebead9b560,REJECTED
60fdbd0f06c0c59f1e37183d,APPROVED
5bbb88c3a748360001944760,RETURNED
61519fa687183cd2698e0f10,RETURNED
5a69629c35f26b0001499826,APPROVED
611c09c76609ed31a6402f4f,TIMED-OUT
5f53d4f0d3e03471e4eb4847,RETURNED
612dadc02ff79efdae19c7f6,APPROVED
6277cfc36a7df487202fe926,APPROVED
5edc02ccd85edd0fce814dfd,APPROVED
60e635fe8b3b9a09bacc4ee1,APPROVED
6290e3c5b4d2e1a893a8a025,APPROVED
5e6d08d3478ec42beb3b6fe8,APPROVED
614fbd8919ec7aaadb532925,APPROVED
60ff49b10a66ed30760c09c8,APPROVED
5b2f2c586d601d0001d5cd73,APPROVED
6286642579f3b7c4d3f863c4,APPROVED
60b800d2c81484710290317a,APPROVED
61fa908ad42cb19beec49166,RETURNED
615deed80c67a7f365e496ff,APPROVED
6297922472a48646f5cce7f0,APPROVED
6297e90bbcdddf9c43ade899,APPROVED
5590a34cfdf99b729d4f69dc,APPROVED
5f0e56348a700b1a9c043881,RETURNED
611e9927369094f6ffdafd55,APPROVED
5f7392562b5e060e795d20db,RETURNED
5fbd1b3f7610c105872121e6,APPROVED
60c922c5837c614093d11a0e,APPROVED
5d63f9cd26a2ac001758c70d,APPROVED
60f66877a0a732b6dbe3485d,APPROVED
629560b9b27e842d0c02edd7,RETURNED
55f63fc432af740012171ef6,RETURNED
628eada3a9c9e0776884f27d,RETURNED
6079f3c66355a9f9086ca373,APPROVED
5ad389c6fb109b0001a32d7d,APPROVED
5f119c5ad521140253f60e86,APPROVED
5f1221640ad01c141571dc50,APPROVED
62695f1f2dc1eb2020db272e,APPROVED
611c4b67ef5ef50313395ffb,APPROVED
6298c9184d5308287a4c460f,APPROVED
5fd4f3da51ee152c781b02dc,RETURNED
627811b92f4ad72f43230dbd,APPROVED
5e2861fb5c6297029148b635,APPROVED
622a09d714a95e25444384f9,RETURNED
60feba907cda681c2cf6cb07,APPROVED
6162e2cc62379eade416086f,TIMED-OUT
6150b0f1ea43af10285ea4b9,APPROVED
60a69e84d2f871b61d608e89,RETURNED
5dd95e3c2274978e775f2aff,APPROVED
5ca6c71383762200151a4a20,APPROVED
596d66b839535100015f4311,TIMED-OUT
6297d4ad03a1830f21d22cb1,APPROVED
61091bcc83a87df3d6bdbcba,RETURNED
5e8a56e09c5a6f6fa9afff5f,APPROVED
5ee642c9f5cb343a58b1ef13,RETURNED
588e251908e6b200011a7253,APPROVED
626810ad271afa9ad1c19e33,APPROVED
5d453e8723a5bb0001492546,APPROVED
5e2a2246ff519c000a305892,APPROVED
5d226b35d75330001c7a3d95,APPROVED
5fdb6ef5b34a6f6b2634b566,RETURNED
5c9e65d52707e10001a00524,RETURNED
5ec8ab12d4642d376a277659,APPROVED
5ea3b1b9fc11ed33dde53561,RETURNED
610dd3518c94a61869755e75,APPROVED
62928f82dddd8d4039f8b5fe,RETURNED
6111267d0656312f03865298,TIMED-OUT
629bc2983848520d08e2c0cf,APPROVED
5df89cab69a117620a70f1ee,RETURNED
5c7fe8774243370001ed31c1,APPROVED
5f92e6e89b8ab203b90d1325,APPROVED
627a898c56ac69b52d471c6c,RETURNED
62850e60ac1d798ecc6e27a9,APPROVED
6290f0d32288d51d70598779,APPROVED
616dac30fd433eb926c5ceaa,APPROVED
5e84f015101fec0ca3a3a348,APPROVED
61083deebce4fef216f1358f,APPROVED
614f89a9441723072040d4de,APPROVED
628f76b86068bc13224921ce,APPROVED
5f1215c24862ae13032bad4e,APPROVED
6292190a2d18d614e6e539d1,APPROVED
629145c67fcfae026d948019,APPROVED
610bdde7290952581d689d3a,APPROVED
6100a82e4a3af13287b3ecdf,APPROVED
6173153923f87c01a847eb5b,RETURNED
610d9f548aa274eef1f4d744,APPROVED
6299554900ff5cf46d4ed968,APPROVED
5d07d8ee58fec90001cb1069,APPROVED
5f876d20868e33189340086b,APPROVED
5ad449bc3a859300016c706c,APPROVED
61317b1cecf7780d857437ea,APPROVED
60cf85e7227d73b321ab339f,RETURNED
5af5262f1b55800001f4a418,APPROVED
610860d493c7a35ec0ddbae7,RETURNED
61082cf57d30cf0620f41a9a,APPROVED
6166f78b344839dbc7e581ec,APPROVED
6298ec5a536b0a7876579a22,RETURNED
5a78dbb9ae9a0b0001a97212,APPROVED
5dfb693a73d72487b1fe495b,APPROVED
60b692671eeb136410d6d933,APPROVED
5f989fa02b5a611b2df1a305,APPROVED
60d9d5516e2331b6fd0af144,TIMED-OUT
612b88aae22fbc7810cff174,APPROVED
616f2b466ff5f7bc89bb6577,APPROVED
6109ce38aebfe1ebce40cfe4,APPROVED
611729ddf39841cce093b0ff,APPROVED
623480d5444deef5dde007c4,RETURNED
5e0d256753e8464d64940925,RETURNED
5ec49137e7928537488485ea,APPROVED
61088377cac08559be0bdd59,TIMED-OUT
6109ac94f552f36a23554b2c,APPROVED
5c7ff19c9c3fc00016f4ecb5,APPROVED
60feca36e5108a79aa93f5ad,APPROVED
60de3caba8fbf2e04c048e1c,APPROVED
60ff2f171b0f970132e34986,APPROVED
60fce0fcf9abe7218c789734,APPROVED
614e458a72bc57aca9db84d3,APPROVED
62963dcc7beb938157b706ed,APPROVED
5bf37a8017a7de0001cf7cb1,RETURNED
610070b566cfac0928d45dfe,APPROVED
5f1f2873b203930cdcb8fa4d,RETURNED
6100070641b8a05882715583,RETURNED
5f6837758ab63d4814ea553f,APPROVED
629e10838e14837dd740d543,TIMED-OUT
5bed01c8306ec30001fb80e2,APPROVED
5f492c580a5378303cdefc55,APPROVED
60fd772e3e1dd6055c9c11bc,APPROVED
611145a267ff17098c76cb1a,APPROVED
5aa4c7794eecca0001dde769,APPROVED
6298dd311a003b986813851b,APPROVED
5f45dd2eaab81c216427d57c,APPROVED
5ede8c66b54d2210bc56cd65,APPROVED
5b68377eff3e9d0001674a22,APPROVED
613a43648c97902f85b31182,APPROVED
612a99791ca3e168247a1bf0,APPROVED
628bab7a563952ff38d84627,APPROVED
57bf14513c449a000189c89a,APPROVED
5b29d2bca7cee100011dfddb,APPROVED
5ebb26803576b50eb12d87d9,RETURNED
60c80c19de11452191e78dd5,APPROVED
5f8f37d50f2fc91627f1df59,APPROVED
627935c4e5d7e70b502e206e,APPROVED
61083568004ce0ce70145650,APPROVED
6286619bb90f283ceb7d5924,APPROVED
61084109d30c258c50ea54fd,APPROVED
5dd3eaabfef7c23d3f95d252,APPROVED
5fe64758bf7c8246fee7d3bc,APPROVED
5d559714311caf0001f10cc8,APPROVED
61085b8846c5180b355e6941,APPROVED
610867ad6526166908b8fdb8,RETURNED
5f1f08e1443fd9089b8ab257,APPROVED
610767787cedfee7eb040a80,APPROVED
5b731e12543d1c0001c806f2,APPROVED
629e1738fcc7d0b6acfe5280,APPROVED
570b7f8fb9b52b00102d9723,APPROVED
60fcd55e9ce49a87ef49c15b,APPROVED
629f3675b8aee5cf4b93cee1,APPROVED
61077e30aacc02a967c06dda,APPROVED
6273eaacc801fbb1bb8c9415,APPROVED
6111ad7c064a7c16eeb2fb77,APPROVED
629e4c42f23fa4850db5e7e8,APPROVED
5f12000428aff9112e0bd062,APPROVED
62789f7b0c4fc9b4f6088b1b,APPROVED
5d7cde267ec29c001af05507,APPROVED
5f7bcd2da451291c1f6ded2e,APPROVED
629e2781136f152f6592f171,APPROVED
56d1083921cd29000a97382d,APPROVED
5acba4a15cd10500016280ca,RETURNED
6299ff1ebc3e60ee16e4f099,APPROVED
61372727e083e6cd1c827f81,APPROVED
615e2e8dd0ed49b725398dc0,RETURNED
6114535d26667206cb6ca7cc,APPROVED
629df78f9af461b71adc203e,APPROVED
607b3c39e7e9c230b5baa265,APPROVED
5da8c5381d32d70017b1f490,APPROVED
5a35ecbf57d4450001236fd3,RETURNED
5f1be7d0ae31234123acbfd2,APPROVED
57d967335e1b5f0001d2d2a1,APPROVED
55b8d0bffdf99b0f2859fe73,APPROVED
5fadd599050603201f41b312,APPROVED
570521cfde5095001018a0c8,APPROVED
5f24629d239fcb02d69a18d1,APPROVED
5e89fdffad009e010e958ee7,APPROVED
5f15f2a9eeada712d2014314,RETURNED
5e4ab91021c015000c3b74ed,APPROVED
60e7b95ae47c33f081da02f5,APPROVED
611e95e9cfeed23887534608,RETURNED
5c6979c2926a5b0001eb39d8,APPROVED
629e202465d7385d50c7287b,APPROVED
6298dfd0c4ff879442fcb8ba,APPROVED
6010b744db280e455a5250bd,RETURNED
584339e6331d6d0001ce72a5,APPROVED
5dd41772d3ac2a3f7235ee75,APPROVED
60fae3023760e4e5489a8c51,RETURNED
5869dec37fbbcd00013974e2,APPROVED
5f514a32f4577317da5da78f,APPROVED
60b1a5e7fef47321b38f6580,APPROVED
60e70a9a82164990b412cb1c,APPROVED
5bb521b3ed57b100018b66bc,RETURNED
5faf3a10d0a22f1c799eafc9,APPROVED
5e23937f928d3e638dbd3614,APPROVED
60f16a5511d622d7a0b4e0c5,APPROVED
5ffefaa56d69025c21c75e77,APPROVED
5dcebf4ad2c3e0000ab3debe,APPROVED
615475d26e05f4db76bd17e0,APPROVED
5eeb8215609f0d30cd62db6a,APPROVED
61191497ca1489c3f69320ce,RETURNED
6297573ed91d83fae37818f8,APPROVED
5f36e3d19ff99d12681ffca7,RETURNED
55b645b1fdf99b1c02906872,APPROVED
60e9af9a43403df7e5194222,RETURNED
6111661e493dffde1cfe774c,APPROVED
61118d13dd195d72acb75959,APPROVED
60fdb1610442c8225ce80a4a,APPROVED
620bdc87a922fc3f247f6a3c,RETURNED
5a348ea750833c0001ee9550,APPROVED
629e1dcac03690dc02e2859c,APPROVED
5d1c0da8601cd70001728eac,APPROVED
5ec19ca1d0ff850911b13593,RETURNED
6297583e3a26da64ade41381,APPROVED
60ff580386f3c4733a19ab63,APPROVED
5c114210280a8200019d7b1d,APPROVED
5c7c5c40ffaec400019b36d5,RETURNED
61001b7927b78450ec8d8a8c,RETURNED
611101548d78ab5ec3a9c42e,APPROVED
6293f40cb830603d3dbe5d9a,APPROVED
628f6c6de40990241b09293c,APPROVED
5d5b063e4c0011001904de43,APPROVED
62914a626c466a73029168fc,APPROVED
5df63faaa98a7a45159a9bba,APPROVED
5f691e346d78ff108d24b92d,APPROVED
61074d738b7ddc86e10167ad,APPROVED
6112777a533192ebaefc4ae6,APPROVED
5ee0f7dc10f0300ba958afba,APPROVED
5e5b044f52cf7730575d3dcd,APPROVED
62a13f4b85d80af5340feff5,TIMED-OUT
59f78f90a764fc000135f6e6,APPROVED
6295b064f01df59a15157dfc,TIMED-OUT
603fcfc8b2061a10b80460e6,APPROVED
5ebf0622f0b4d813efe581df,APPROVED
60d358cacfcfe523208d94ee,RETURNED
598552156ab9880001b5a70b,APPROVED
60fd7ed767070343bfa0da78,RETURNED
5c7571ce41f6de00153ba74c,APPROVED
609449f609ad18c98dba5787,APPROVED
61292e6f2959a51f36768169,APPROVED
611162259ca6cec1e742c0c5,APPROVED
5ec59ef15d839043e2bff06c,RETURNED
6094fefb2d3e2bde15024138,APPROVED
62a37a1bcf75a1251e77d685,APPROVED
5e950a0f765e9787dd1d5146,APPROVED
5befb6e27c387400016983bf,APPROVED
5d1b0776e1c05200018b582d,APPROVED
5e83ff4ae833ed162d4b2fe0,APPROVED
5f89c991f0e3a80101afe091,APPROVED
606f9d0acf2ee8be316507c5,APPROVED
5ff1fd761d6cb468718cdbeb,APPROVED
5e9b443223881d04be740737,APPROVED
5f432ba5c945de1a9be362a4,RETURNED
62a34b6b8bc12e97313e0a17,RETURNED
5dd371cada167d3773d4ee9e,RETURNED
5c55faafb571e7000119e576,APPROVED
62a36469aa54a53fcfcc27d2,APPROVED
61109250c163fee4b3e1b312,APPROVED
5dd6d370194e486498e13ab6,APPROVED
6289110243ad0f59873fb8f6,APPROVED
6155f53fc771902cafcf2d04,APPROVED
629980dc4a0c7a6b351d9818,APPROVED
6012fa2386fe2411f1db90c8,APPROVED
6150a73a1ceb25b4c866c4ee,APPROVED
62911ef14fd68295d60ba83b,APPROVED
613b731610704708778f6837,RETURNED
62869a1b7fff9c9a48fe6087,RETURNED
60da715c104618a2829b2f7f,APPROVED
602db1cbc8f63286b6eeba23,APPROVED
6110bcb9e93c1960b9f28deb,APPROVED
60fe2d21e2cf8ae409535a99,APPROVED
622a0f2be91824860f198a21,APPROVED
5ee2916b70aa643be19c0036,APPROVED
5d4a35d65407dc001ab30a39,APPROVED
61006ac5b3bd67e87ef4a9fc,RETURNED
5ff5ca8cd0b2850877119272,APPROVED
60ff86d94dfdf48d739e2160,APPROVED
5dd953dfcf08aa8dc50bb427,APPROVED
6273205e1294d4250ca0e40d,APPROVED
5d150fbbf3ae250001f66652,APPROVED
610c7eabc2c628878c2a84f5,APPROVED
610879108aa9358dcda26d03,APPROVED
5f6b8930b9d9530b1b065360,APPROVED
5f03b9bb0207bf5ee50faf41,APPROVED
5ea991e27223d90d857bc4a6,APPROVED
60fdbe8a13c3166287bfd402,APPROVED
5e7c021e2b00612482e357fc,APPROVED
60318abd5f6c24103dd02a1f,APPROVED
60fd6c8ebd0c3ae3dd0eb2ac,APPROVED
60fff3637b9cf200e162a92f,APPROVED
5cfd4b59f7fd330016227259,APPROVED
5ccedad53734bb001b27a68b,APPROVED
610b67c40023544e3e618d68,APPROVED
5ea97cfc27b4450a9362918f,APPROVED
61588bf060a3e57cb950a6da,RETURNED
6122e749247dc7d718d5bf5f,RETURNED
6296d0ae1efe1220cc0e91f4,APPROVED
5f83ab775b8c69544d359d95,APPROVED
628de6437f61a055721e9c1d,RETURNED
5f910e8e53814b228b0dad03,RETURNED
5b0b3ef830d562000155366f,APPROVED
610a15c0b3b15f2fb1613984,APPROVED
6126ce7113fb4d800f092949,APPROVED
5ed29b1e45e0e32085302ab3,APPROVED
614ea765759f588aa9f490db,RETURNED
60e77447883b3a563629e3f1,APPROVED
592bb32c943e670001cde123,RETURNED
610081ebf9f870b4213e06cb,APPROVED
5fc98fe1b105424d4b03381b,APPROVED
60feffc8e17335edf8f3a304,APPROVED
62a73647a057bfcf74a8d20a,APPROVED
629d16db307da2e64ea7b1e7,RETURNED
5f2d6ff6905f8201e8b08811,APPROVED
6150c9597b5bb588dfd106f9,APPROVED
6234879ddce99687d5fe3c26,APPROVED
5e29ed78eb557a05536b8442,APPROVED
628f950b41cc5404cfae486b,RETURNED
614f245fdd95849448d52d08,APPROVED
61146b9fff46c3fb09a5dfa2,APPROVED
60fd39703a387e7cfb6893b7,APPROVED
5cb7d6cbb79f4d0017d5d253,APPROVED
5e23b75d5514e665e3628591,APPROVED
62a785aaf80843c6625599ca,RETURNED
612654eadf674efb2ffefb83,APPROVED
5e68083669f4cf0c05439f94,APPROVED
629f635b502fb63b91605574,APPROVED
5fc4231050130c35759881d3,RETURNED
5b97f70161c19e00018db4a8,APPROVED
5f3847eca3282f111f3bf921,APPROVED
5c8e72856243bb0001dcdea2,APPROVED
61107ebd240ca94009f70ede,APPROVED
58fd1e751178370001dd35bb,APPROVED
5e08d48b7bf5721d51467348,APPROVED
610acc01b58df647da9574bf,APPROVED
6091bd96d843a1deae56e0db,APPROVED
5cfc09c58c3bb80001174ace,RETURNED
614e95675520cef57c277957,APPROVED
612d65bd633f87ac3beb30ca,APPROVED
5cf6231511ba980001e3aa3d,APPROVED
609acee479b00ccefc4c77fb,APPROVED
62a77211461a1cdbf07b6dd8,RETURNED
6266b0ca23cc05835f1db013,APPROVED
5d49e0a96f4b310001c124bf,APPROVED
5dd44f9d83e30943db0de0aa,APPROVED
6111a457b7f479dec660e205,APPROVED
5eb4a91af2291f30f6b73c9c,APPROVED
5ea96c415a6a4e068b6d1e84,APPROVED
6068f6b46ca5311c045943f9,APPROVED
62978b42ddbf6894c660de15,APPROVED
5dee9c7edf55eb54617858d6,APPROVED
5d117817cf0a9f001af50631,APPROVED
5f68dfc4f0b95a06e45d2fad,APPROVED
62029ac0ef1cb18a1337c6e6,APPROVED
629f6cdcdd0bad48b3f03f1a,TIMED-OUT
5edea425636ea9137e9627ed,RETURNED
62a7239ee7d6a74899d62864,APPROVED
60fc5ba25964e05952202022,APPROVED
5d4ac837d2844e0001ecf699,APPROVED
610ec959239ea841804ebc88,APPROVED
62a727b17f560cae1acd70ea,APPROVED
60567e3eb404422ed904e058,TIMED-OUT
5f4f94f27ef2f005cb70408a,APPROVED
5b0482fc325b6c0001bbb7f0,APPROVED
60fcb2b45504d8488ab13968,APPROVED
5c79608452e62f00169b1fe6,APPROVED
610083805b5a57c9be5c9785,APPROVED
5febbf353cc53cce4cec36e3,APPROVED
5fa17ddeabc188288bde81c8,APPROVED
60cf5373c635da5c3cae848f,APPROVED
6294cfd955c45345ed61aea1,APPROVED
62a7331da6a2867846be5550,APPROVED
6290eb32e9066b26774ba466,APPROVED
5669d3187da0350012b39b03,APPROVED
5c55c0e354f9d30001db6d22,APPROVED
629e9f5e2e36249b3e59c80d,APPROVED
5ed67ff47f3ee30bb86925f5,APPROVED
62872fa5a1cfe5df221d2447,APPROVED
5dd700957aa0d66a7aa8b8c5,RETURNED
62a1e94001b65f26e2263be1,RETURNED
62850929d863bbcde0ef538b,APPROVED
6293930a73a8649bd00fc052,APPROVED
628f700669d5f6e4e33c8d8e,APPROVED
5b4370f330bbfd000105f991,APPROVED
5e74ff093115e00576f0187c,APPROVED
